PopID,Block,Treatment,Year,Date,Month,Time,Data.Temp
G05,5,Control,Year 1,3/10/20,Mar,4:01,11
K04,7,Control,Year 1,3/10/20,Mar,4:01,11
B01,1,Control,Year 1,3/10/20,Mar,8:01,11
D13,3,Control,Year 1,3/10/20,Mar,8:01,11.5
G05,5,Control,Year 1,3/10/20,Mar,8:01,11
K04,7,Control,Year 1,3/10/20,Mar,8:01,11
B01,1,Control,Year 1,3/10/20,Mar,12:01,14
D13,3,Control,Year 1,3/10/20,Mar,12:01,13
G05,5,Control,Year 1,3/10/20,Mar,12:01,14
K04,7,Control,Year 1,3/10/20,Mar,12:01,13
B01,1,Control,Year 1,3/10/20,Mar,16:01,14.5
D13,3,Control,Year 1,3/10/20,Mar,16:01,14
G05,5,Control,Year 1,3/10/20,Mar,16:01,14.5
K04,7,Control,Year 1,3/10/20,Mar,16:01,14.5
B01,1,Control,Year 1,3/10/20,Mar,20:01,13.5
D13,3,Control,Year 1,3/10/20,Mar,20:01,14
G05,5,Control,Year 1,3/10/20,Mar,20:01,13.5
K04,7,Control,Year 1,3/10/20,Mar,20:01,13.5
A04,1,High Humidity,Year 1,3/10/20,Mar,0:01,10.5
C10,3,High Humidity,Year 1,3/10/20,Mar,0:01,11
J07,5,High Humidity,Year 1,3/10/20,Mar,0:01,11
L01,7,High Humidity,Year 1,3/10/20,Mar,0:01,11
A04,1,High Humidity,Year 1,3/10/20,Mar,4:01,11
C10,3,High Humidity,Year 1,3/10/20,Mar,4:01,11.5
J07,5,High Humidity,Year 1,3/10/20,Mar,4:01,11
L01,7,High Humidity,Year 1,3/10/20,Mar,4:01,11
A04,1,High Humidity,Year 1,3/10/20,Mar,8:01,11
C10,3,High Humidity,Year 1,3/10/20,Mar,8:01,11.5
J07,5,High Humidity,Year 1,3/10/20,Mar,8:01,11
L01,7,High Humidity,Year 1,3/10/20,Mar,8:01,11
A04,1,High Humidity,Year 1,3/10/20,Mar,12:01,16
C10,3,High Humidity,Year 1,3/10/20,Mar,12:01,20.5
J07,5,High Humidity,Year 1,3/10/20,Mar,12:01,16
L01,7,High Humidity,Year 1,3/10/20,Mar,12:01,13
A04,1,High Humidity,Year 1,3/10/20,Mar,16:01,16
C10,3,High Humidity,Year 1,3/10/20,Mar,16:01,19
J07,5,High Humidity,Year 1,3/10/20,Mar,16:01,16.5
L01,7,High Humidity,Year 1,3/10/20,Mar,16:01,14
A04,1,High Humidity,Year 1,3/10/20,Mar,20:01,13.5
C10,3,High Humidity,Year 1,3/10/20,Mar,20:01,14
J07,5,High Humidity,Year 1,3/10/20,Mar,20:01,14
L01,7,High Humidity,Year 1,3/10/20,Mar,20:01,13
A09,3,Native Soil,Year 1,3/10/20,Mar,0:01,11
D02,1,Native Soil,Year 1,3/10/20,Mar,0:01,11.5
J09,5,Native Soil,Year 1,3/10/20,Mar,0:01,11.5
L07,7,Native Soil,Year 1,3/10/20,Mar,0:01,11
A09,3,Native Soil,Year 1,3/10/20,Mar,4:01,11
D02,1,Native Soil,Year 1,3/10/20,Mar,4:01,11.5
J09,5,Native Soil,Year 1,3/10/20,Mar,4:01,11.5
L07,7,Native Soil,Year 1,3/10/20,Mar,4:01,11.5
A09,3,Native Soil,Year 1,3/10/20,Mar,8:01,11
D02,1,Native Soil,Year 1,3/10/20,Mar,8:01,11
J09,5,Native Soil,Year 1,3/10/20,Mar,8:01,11
L07,7,Native Soil,Year 1,3/10/20,Mar,8:01,11.5
A09,3,Native Soil,Year 1,3/10/20,Mar,12:01,15.5
D02,1,Native Soil,Year 1,3/10/20,Mar,12:01,15.5
J09,5,Native Soil,Year 1,3/10/20,Mar,12:01,14
L07,7,Native Soil,Year 1,3/10/20,Mar,12:01,15
A09,3,Native Soil,Year 1,3/10/20,Mar,16:01,16
D02,1,Native Soil,Year 1,3/10/20,Mar,16:01,16
J09,5,Native Soil,Year 1,3/10/20,Mar,16:01,15
L07,7,Native Soil,Year 1,3/10/20,Mar,16:01,15.5
A09,3,Native Soil,Year 1,3/10/20,Mar,20:01,14
D02,1,Native Soil,Year 1,3/10/20,Mar,20:01,14
J09,5,Native Soil,Year 1,3/10/20,Mar,20:01,14
L07,7,Native Soil,Year 1,3/10/20,Mar,20:01,14
A00,1,Litter,Year 1,3/10/20,Mar,0:01,11
B13,3,Litter,Year 1,3/10/20,Mar,0:01,11
H06,5,Litter,Year 1,3/10/20,Mar,0:01,11
K06,7,Litter,Year 1,3/10/20,Mar,0:01,11
A00,1,Litter,Year 1,3/10/20,Mar,4:01,11.5
B13,3,Litter,Year 1,3/10/20,Mar,4:01,11
H06,5,Litter,Year 1,3/10/20,Mar,4:01,11
K06,7,Litter,Year 1,3/10/20,Mar,4:01,11
A00,1,Litter,Year 1,3/10/20,Mar,8:01,11
B13,3,Litter,Year 1,3/10/20,Mar,8:01,11
H06,5,Litter,Year 1,3/10/20,Mar,8:01,11
K06,7,Litter,Year 1,3/10/20,Mar,8:01,11
A00,1,Litter,Year 1,3/10/20,Mar,12:01,14.5
B13,3,Litter,Year 1,3/10/20,Mar,12:01,13.5
H06,5,Litter,Year 1,3/10/20,Mar,12:01,12
K06,7,Litter,Year 1,3/10/20,Mar,12:01,12.5
A00,1,Litter,Year 1,3/10/20,Mar,16:01,15
B13,3,Litter,Year 1,3/10/20,Mar,16:01,14.5
H06,5,Litter,Year 1,3/10/20,Mar,16:01,13.5
K06,7,Litter,Year 1,3/10/20,Mar,16:01,14
A00,1,Litter,Year 1,3/10/20,Mar,20:01,13.5
B13,3,Litter,Year 1,3/10/20,Mar,20:01,13.5
H06,5,Litter,Year 1,3/10/20,Mar,20:01,13
K06,7,Litter,Year 1,3/10/20,Mar,20:01,13.5
B01,1,Control,Year 1,3/11/20,Mar,0:01,12.5
D13,3,Control,Year 1,3/11/20,Mar,0:01,13
G05,5,Control,Year 1,3/11/20,Mar,0:01,12.5
K04,7,Control,Year 1,3/11/20,Mar,0:01,12.5
B01,1,Control,Year 1,3/11/20,Mar,4:01,11.5
D13,3,Control,Year 1,3/11/20,Mar,4:01,12
G05,5,Control,Year 1,3/11/20,Mar,4:01,11.5
K04,7,Control,Year 1,3/11/20,Mar,4:01,11.5
B01,1,Control,Year 1,3/11/20,Mar,8:01,11
D13,3,Control,Year 1,3/11/20,Mar,8:01,11.5
G05,5,Control,Year 1,3/11/20,Mar,8:01,10.5
K04,7,Control,Year 1,3/11/20,Mar,8:01,11
B01,1,Control,Year 1,3/11/20,Mar,12:01,16.5
D13,3,Control,Year 1,3/11/20,Mar,12:01,15
G05,5,Control,Year 1,3/11/20,Mar,12:01,16.5
K04,7,Control,Year 1,3/11/20,Mar,12:01,15
B01,1,Control,Year 1,3/11/20,Mar,16:01,18
D13,3,Control,Year 1,3/11/20,Mar,16:01,17.5
G05,5,Control,Year 1,3/11/20,Mar,16:01,18
K04,7,Control,Year 1,3/11/20,Mar,16:01,17.5
B01,1,Control,Year 1,3/11/20,Mar,20:01,15.5
D13,3,Control,Year 1,3/11/20,Mar,20:01,16
G05,5,Control,Year 1,3/11/20,Mar,20:01,15
K04,7,Control,Year 1,3/11/20,Mar,20:01,15.5
A04,1,High Humidity,Year 1,3/11/20,Mar,0:01,12.5
C10,3,High Humidity,Year 1,3/11/20,Mar,0:01,13
J07,5,High Humidity,Year 1,3/11/20,Mar,0:01,13
L01,7,High Humidity,Year 1,3/11/20,Mar,0:01,12.5
A04,1,High Humidity,Year 1,3/11/20,Mar,4:01,11
C10,3,High Humidity,Year 1,3/11/20,Mar,4:01,11.5
J07,5,High Humidity,Year 1,3/11/20,Mar,4:01,11.5
L01,7,High Humidity,Year 1,3/11/20,Mar,4:01,11.5
A04,1,High Humidity,Year 1,3/11/20,Mar,8:01,10.5
C10,3,High Humidity,Year 1,3/11/20,Mar,8:01,11
J07,5,High Humidity,Year 1,3/11/20,Mar,8:01,10.5
L01,7,High Humidity,Year 1,3/11/20,Mar,8:01,11
A04,1,High Humidity,Year 1,3/11/20,Mar,12:01,20
C10,3,High Humidity,Year 1,3/11/20,Mar,12:01,26
J07,5,High Humidity,Year 1,3/11/20,Mar,12:01,20
L01,7,High Humidity,Year 1,3/11/20,Mar,12:01,14.5
A04,1,High Humidity,Year 1,3/11/20,Mar,16:01,20
C10,3,High Humidity,Year 1,3/11/20,Mar,16:01,23.5
J07,5,High Humidity,Year 1,3/11/20,Mar,16:01,21
L01,7,High Humidity,Year 1,3/11/20,Mar,16:01,17
A04,1,High Humidity,Year 1,3/11/20,Mar,20:01,15.5
C10,3,High Humidity,Year 1,3/11/20,Mar,20:01,15.5
J07,5,High Humidity,Year 1,3/11/20,Mar,20:01,16
L01,7,High Humidity,Year 1,3/11/20,Mar,20:01,15
A09,3,Native Soil,Year 1,3/11/20,Mar,0:01,13
D02,1,Native Soil,Year 1,3/11/20,Mar,0:01,13
J09,5,Native Soil,Year 1,3/11/20,Mar,0:01,13
L07,7,Native Soil,Year 1,3/11/20,Mar,0:01,13
A09,3,Native Soil,Year 1,3/11/20,Mar,4:01,11.5
D02,1,Native Soil,Year 1,3/11/20,Mar,4:01,11.5
J09,5,Native Soil,Year 1,3/11/20,Mar,4:01,12
L07,7,Native Soil,Year 1,3/11/20,Mar,4:01,12
A09,3,Native Soil,Year 1,3/11/20,Mar,8:01,11
D02,1,Native Soil,Year 1,3/11/20,Mar,8:01,11
J09,5,Native Soil,Year 1,3/11/20,Mar,8:01,11
L07,7,Native Soil,Year 1,3/11/20,Mar,8:01,11
A09,3,Native Soil,Year 1,3/11/20,Mar,12:01,18
D02,1,Native Soil,Year 1,3/11/20,Mar,12:01,18.5
J09,5,Native Soil,Year 1,3/11/20,Mar,12:01,16.5
L07,7,Native Soil,Year 1,3/11/20,Mar,12:01,17.5
A09,3,Native Soil,Year 1,3/11/20,Mar,16:01,21
D02,1,Native Soil,Year 1,3/11/20,Mar,16:01,20.5
J09,5,Native Soil,Year 1,3/11/20,Mar,16:01,18.5
L07,7,Native Soil,Year 1,3/11/20,Mar,16:01,19
A09,3,Native Soil,Year 1,3/11/20,Mar,20:01,16
D02,1,Native Soil,Year 1,3/11/20,Mar,20:01,16
J09,5,Native Soil,Year 1,3/11/20,Mar,20:01,16
L07,7,Native Soil,Year 1,3/11/20,Mar,20:01,16
A00,1,Litter,Year 1,3/11/20,Mar,0:01,12.5
B13,3,Litter,Year 1,3/11/20,Mar,0:01,12.5
H06,5,Litter,Year 1,3/11/20,Mar,0:01,12.5
K06,7,Litter,Year 1,3/11/20,Mar,0:01,12.5
A00,1,Litter,Year 1,3/11/20,Mar,4:01,11.5
B13,3,Litter,Year 1,3/11/20,Mar,4:01,11.5
H06,5,Litter,Year 1,3/11/20,Mar,4:01,11.5
K06,7,Litter,Year 1,3/11/20,Mar,4:01,11.5
A00,1,Litter,Year 1,3/11/20,Mar,8:01,11
B13,3,Litter,Year 1,3/11/20,Mar,8:01,11
H06,5,Litter,Year 1,3/11/20,Mar,8:01,11
K06,7,Litter,Year 1,3/11/20,Mar,8:01,11
A00,1,Litter,Year 1,3/11/20,Mar,12:01,17
B13,3,Litter,Year 1,3/11/20,Mar,12:01,16
H06,5,Litter,Year 1,3/11/20,Mar,12:01,13.5
K06,7,Litter,Year 1,3/11/20,Mar,12:01,14.5
A00,1,Litter,Year 1,3/11/20,Mar,16:01,19
B13,3,Litter,Year 1,3/11/20,Mar,16:01,17.5
H06,5,Litter,Year 1,3/11/20,Mar,16:01,16.5
K06,7,Litter,Year 1,3/11/20,Mar,16:01,17.5
A00,1,Litter,Year 1,3/11/20,Mar,20:01,15.5
B13,3,Litter,Year 1,3/11/20,Mar,20:01,15
H06,5,Litter,Year 1,3/11/20,Mar,20:01,15.5
K06,7,Litter,Year 1,3/11/20,Mar,20:01,16
B01,1,Control,Year 1,3/12/20,Mar,0:01,13.5
D13,3,Control,Year 1,3/12/20,Mar,0:01,14.5
G05,5,Control,Year 1,3/12/20,Mar,0:01,13.5
K04,7,Control,Year 1,3/12/20,Mar,0:01,13.5
B01,1,Control,Year 1,3/12/20,Mar,4:01,12
D13,3,Control,Year 1,3/12/20,Mar,4:01,13
G05,5,Control,Year 1,3/12/20,Mar,4:01,11.5
K04,7,Control,Year 1,3/12/20,Mar,4:01,12
B01,1,Control,Year 1,3/12/20,Mar,8:01,11.5
D13,3,Control,Year 1,3/12/20,Mar,8:01,12
G05,5,Control,Year 1,3/12/20,Mar,8:01,11
K04,7,Control,Year 1,3/12/20,Mar,8:01,11
B01,1,Control,Year 1,3/12/20,Mar,12:01,15.5
D13,3,Control,Year 1,3/12/20,Mar,12:01,15
G05,5,Control,Year 1,3/12/20,Mar,12:01,16.5
K04,7,Control,Year 1,3/12/20,Mar,12:01,14.5
B01,1,Control,Year 1,3/12/20,Mar,16:01,20
D13,3,Control,Year 1,3/12/20,Mar,16:01,20
G05,5,Control,Year 1,3/12/20,Mar,16:01,21
K04,7,Control,Year 1,3/12/20,Mar,16:01,19.5
B01,1,Control,Year 1,3/12/20,Mar,20:01,16.5
D13,3,Control,Year 1,3/12/20,Mar,20:01,17
G05,5,Control,Year 1,3/12/20,Mar,20:01,16
K04,7,Control,Year 1,3/12/20,Mar,20:01,16.5
A04,1,High Humidity,Year 1,3/12/20,Mar,0:01,13
C10,3,High Humidity,Year 1,3/12/20,Mar,0:01,13
J07,5,High Humidity,Year 1,3/12/20,Mar,0:01,13
L01,7,High Humidity,Year 1,3/12/20,Mar,0:01,13
A04,1,High Humidity,Year 1,3/12/20,Mar,4:01,11
C10,3,High Humidity,Year 1,3/12/20,Mar,4:01,11
J07,5,High Humidity,Year 1,3/12/20,Mar,4:01,11
L01,7,High Humidity,Year 1,3/12/20,Mar,4:01,12
A04,1,High Humidity,Year 1,3/12/20,Mar,8:01,10.5
C10,3,High Humidity,Year 1,3/12/20,Mar,8:01,11
J07,5,High Humidity,Year 1,3/12/20,Mar,8:01,11
L01,7,High Humidity,Year 1,3/12/20,Mar,8:01,11
A04,1,High Humidity,Year 1,3/12/20,Mar,12:01,19.5
C10,3,High Humidity,Year 1,3/12/20,Mar,12:01,25
J07,5,High Humidity,Year 1,3/12/20,Mar,12:01,19
L01,7,High Humidity,Year 1,3/12/20,Mar,12:01,14.5
A04,1,High Humidity,Year 1,3/12/20,Mar,16:01,23.5
C10,3,High Humidity,Year 1,3/12/20,Mar,16:01,28
J07,5,High Humidity,Year 1,3/12/20,Mar,16:01,25
L01,7,High Humidity,Year 1,3/12/20,Mar,16:01,19
A04,1,High Humidity,Year 1,3/12/20,Mar,20:01,16
C10,3,High Humidity,Year 1,3/12/20,Mar,20:01,16
J07,5,High Humidity,Year 1,3/12/20,Mar,20:01,16.5
L01,7,High Humidity,Year 1,3/12/20,Mar,20:01,15.5
A09,3,Native Soil,Year 1,3/12/20,Mar,0:01,13.5
D02,1,Native Soil,Year 1,3/12/20,Mar,0:01,14
J09,5,Native Soil,Year 1,3/12/20,Mar,0:01,14
L07,7,Native Soil,Year 1,3/12/20,Mar,0:01,14
A09,3,Native Soil,Year 1,3/12/20,Mar,4:01,11.5
D02,1,Native Soil,Year 1,3/12/20,Mar,4:01,12
J09,5,Native Soil,Year 1,3/12/20,Mar,4:01,12
L07,7,Native Soil,Year 1,3/12/20,Mar,4:01,12
A09,3,Native Soil,Year 1,3/12/20,Mar,8:01,11
D02,1,Native Soil,Year 1,3/12/20,Mar,8:01,11.5
J09,5,Native Soil,Year 1,3/12/20,Mar,8:01,11.5
L07,7,Native Soil,Year 1,3/12/20,Mar,8:01,11.5
A09,3,Native Soil,Year 1,3/12/20,Mar,12:01,17.5
D02,1,Native Soil,Year 1,3/12/20,Mar,12:01,18.5
J09,5,Native Soil,Year 1,3/12/20,Mar,12:01,16
L07,7,Native Soil,Year 1,3/12/20,Mar,12:01,17
A09,3,Native Soil,Year 1,3/12/20,Mar,16:01,24.5
D02,1,Native Soil,Year 1,3/12/20,Mar,16:01,23
J09,5,Native Soil,Year 1,3/12/20,Mar,16:01,21
L07,7,Native Soil,Year 1,3/12/20,Mar,16:01,22
A09,3,Native Soil,Year 1,3/12/20,Mar,20:01,17
D02,1,Native Soil,Year 1,3/12/20,Mar,20:01,17
J09,5,Native Soil,Year 1,3/12/20,Mar,20:01,16.5
L07,7,Native Soil,Year 1,3/12/20,Mar,20:01,16.5
A00,1,Litter,Year 1,3/12/20,Mar,0:01,13.5
B13,3,Litter,Year 1,3/12/20,Mar,0:01,13
H06,5,Litter,Year 1,3/12/20,Mar,0:01,13.5
K06,7,Litter,Year 1,3/12/20,Mar,0:01,13.5
A00,1,Litter,Year 1,3/12/20,Mar,4:01,11.5
B13,3,Litter,Year 1,3/12/20,Mar,4:01,11.5
H06,5,Litter,Year 1,3/12/20,Mar,4:01,12
K06,7,Litter,Year 1,3/12/20,Mar,4:01,12
A00,1,Litter,Year 1,3/12/20,Mar,8:01,11
B13,3,Litter,Year 1,3/12/20,Mar,8:01,11
H06,5,Litter,Year 1,3/12/20,Mar,8:01,11.5
K06,7,Litter,Year 1,3/12/20,Mar,8:01,11
A00,1,Litter,Year 1,3/12/20,Mar,12:01,16.5
B13,3,Litter,Year 1,3/12/20,Mar,12:01,15.5
H06,5,Litter,Year 1,3/12/20,Mar,12:01,13.5
K06,7,Litter,Year 1,3/12/20,Mar,12:01,14.5
A00,1,Litter,Year 1,3/12/20,Mar,16:01,22.5
B13,3,Litter,Year 1,3/12/20,Mar,16:01,20
H06,5,Litter,Year 1,3/12/20,Mar,16:01,18.5
K06,7,Litter,Year 1,3/12/20,Mar,16:01,20.5
A00,1,Litter,Year 1,3/12/20,Mar,20:01,16
B13,3,Litter,Year 1,3/12/20,Mar,20:01,16
H06,5,Litter,Year 1,3/12/20,Mar,20:01,16
K06,7,Litter,Year 1,3/12/20,Mar,20:01,16.5
B01,1,Control,Year 1,3/13/20,Mar,0:01,15
D13,3,Control,Year 1,3/13/20,Mar,0:01,15.5
G05,5,Control,Year 1,3/13/20,Mar,0:01,14.5
K04,7,Control,Year 1,3/13/20,Mar,0:01,15
B01,1,Control,Year 1,3/13/20,Mar,4:01,15
D13,3,Control,Year 1,3/13/20,Mar,4:01,15
G05,5,Control,Year 1,3/13/20,Mar,4:01,15
K04,7,Control,Year 1,3/13/20,Mar,4:01,14.5
B01,1,Control,Year 1,3/13/20,Mar,8:01,15
D13,3,Control,Year 1,3/13/20,Mar,8:01,15
G05,5,Control,Year 1,3/13/20,Mar,8:01,15
K04,7,Control,Year 1,3/13/20,Mar,8:01,14.5
B01,1,Control,Year 1,3/13/20,Mar,12:01,17.5
D13,3,Control,Year 1,3/13/20,Mar,12:01,16.5
G05,5,Control,Year 1,3/13/20,Mar,12:01,17.5
K04,7,Control,Year 1,3/13/20,Mar,12:01,16.5
B01,1,Control,Year 1,3/13/20,Mar,16:01,18.5
D13,3,Control,Year 1,3/13/20,Mar,16:01,18
G05,5,Control,Year 1,3/13/20,Mar,16:01,18.5
K04,7,Control,Year 1,3/13/20,Mar,16:01,18
B01,1,Control,Year 1,3/13/20,Mar,20:01,16.5
D13,3,Control,Year 1,3/13/20,Mar,20:01,17
G05,5,Control,Year 1,3/13/20,Mar,20:01,16.5
K04,7,Control,Year 1,3/13/20,Mar,20:01,16.5
A04,1,High Humidity,Year 1,3/13/20,Mar,0:01,14.5
C10,3,High Humidity,Year 1,3/13/20,Mar,0:01,15
J07,5,High Humidity,Year 1,3/13/20,Mar,0:01,15
L01,7,High Humidity,Year 1,3/13/20,Mar,0:01,14
A04,1,High Humidity,Year 1,3/13/20,Mar,4:01,15
C10,3,High Humidity,Year 1,3/13/20,Mar,4:01,15.5
J07,5,High Humidity,Year 1,3/13/20,Mar,4:01,15
L01,7,High Humidity,Year 1,3/13/20,Mar,4:01,14
A04,1,High Humidity,Year 1,3/13/20,Mar,8:01,15
C10,3,High Humidity,Year 1,3/13/20,Mar,8:01,15.5
J07,5,High Humidity,Year 1,3/13/20,Mar,8:01,15
L01,7,High Humidity,Year 1,3/13/20,Mar,8:01,14
A04,1,High Humidity,Year 1,3/13/20,Mar,12:01,19
C10,3,High Humidity,Year 1,3/13/20,Mar,12:01,23
J07,5,High Humidity,Year 1,3/13/20,Mar,12:01,19.5
L01,7,High Humidity,Year 1,3/13/20,Mar,12:01,16
A04,1,High Humidity,Year 1,3/13/20,Mar,16:01,20
C10,3,High Humidity,Year 1,3/13/20,Mar,16:01,22.5
J07,5,High Humidity,Year 1,3/13/20,Mar,16:01,20.5
L01,7,High Humidity,Year 1,3/13/20,Mar,16:01,17.5
A04,1,High Humidity,Year 1,3/13/20,Mar,20:01,16.5
C10,3,High Humidity,Year 1,3/13/20,Mar,20:01,16.5
J07,5,High Humidity,Year 1,3/13/20,Mar,20:01,17
L01,7,High Humidity,Year 1,3/13/20,Mar,20:01,16
A09,3,Native Soil,Year 1,3/13/20,Mar,0:01,15
D02,1,Native Soil,Year 1,3/13/20,Mar,0:01,15.5
J09,5,Native Soil,Year 1,3/13/20,Mar,0:01,15
L07,7,Native Soil,Year 1,3/13/20,Mar,0:01,15.5
A09,3,Native Soil,Year 1,3/13/20,Mar,4:01,15
D02,1,Native Soil,Year 1,3/13/20,Mar,4:01,15
J09,5,Native Soil,Year 1,3/13/20,Mar,4:01,15
L07,7,Native Soil,Year 1,3/13/20,Mar,4:01,15.5
A09,3,Native Soil,Year 1,3/13/20,Mar,8:01,15
D02,1,Native Soil,Year 1,3/13/20,Mar,8:01,15
J09,5,Native Soil,Year 1,3/13/20,Mar,8:01,15
L07,7,Native Soil,Year 1,3/13/20,Mar,8:01,15.5
A09,3,Native Soil,Year 1,3/13/20,Mar,12:01,19
D02,1,Native Soil,Year 1,3/13/20,Mar,12:01,18.5
J09,5,Native Soil,Year 1,3/13/20,Mar,12:01,17.5
L07,7,Native Soil,Year 1,3/13/20,Mar,12:01,18.5
A09,3,Native Soil,Year 1,3/13/20,Mar,16:01,20
D02,1,Native Soil,Year 1,3/13/20,Mar,16:01,19.5
J09,5,Native Soil,Year 1,3/13/20,Mar,16:01,18.5
L07,7,Native Soil,Year 1,3/13/20,Mar,16:01,19
A09,3,Native Soil,Year 1,3/13/20,Mar,20:01,17
D02,1,Native Soil,Year 1,3/13/20,Mar,20:01,17
J09,5,Native Soil,Year 1,3/13/20,Mar,20:01,17
L07,7,Native Soil,Year 1,3/13/20,Mar,20:01,17
A00,1,Litter,Year 1,3/13/20,Mar,0:01,14.5
B13,3,Litter,Year 1,3/13/20,Mar,0:01,14.5
H06,5,Litter,Year 1,3/13/20,Mar,0:01,14.5
K06,7,Litter,Year 1,3/13/20,Mar,0:01,15
A00,1,Litter,Year 1,3/13/20,Mar,4:01,15
B13,3,Litter,Year 1,3/13/20,Mar,4:01,14.5
H06,5,Litter,Year 1,3/13/20,Mar,4:01,14
K06,7,Litter,Year 1,3/13/20,Mar,4:01,14.5
A00,1,Litter,Year 1,3/13/20,Mar,8:01,15
B13,3,Litter,Year 1,3/13/20,Mar,8:01,15
H06,5,Litter,Year 1,3/13/20,Mar,8:01,14.5
K06,7,Litter,Year 1,3/13/20,Mar,8:01,15
A00,1,Litter,Year 1,3/13/20,Mar,12:01,17.5
B13,3,Litter,Year 1,3/13/20,Mar,12:01,17
H06,5,Litter,Year 1,3/13/20,Mar,12:01,15.5
K06,7,Litter,Year 1,3/13/20,Mar,12:01,16.5
A00,1,Litter,Year 1,3/13/20,Mar,16:01,18.5
B13,3,Litter,Year 1,3/13/20,Mar,16:01,18
H06,5,Litter,Year 1,3/13/20,Mar,16:01,17
K06,7,Litter,Year 1,3/13/20,Mar,16:01,18
A00,1,Litter,Year 1,3/13/20,Mar,20:01,16.5
B13,3,Litter,Year 1,3/13/20,Mar,20:01,16
H06,5,Litter,Year 1,3/13/20,Mar,20:01,16
K06,7,Litter,Year 1,3/13/20,Mar,20:01,16.5
B01,1,Control,Year 1,3/14/20,Mar,0:01,14
D13,3,Control,Year 1,3/14/20,Mar,0:01,15
G05,5,Control,Year 1,3/14/20,Mar,0:01,13.5
K04,7,Control,Year 1,3/14/20,Mar,0:01,14
B01,1,Control,Year 1,3/14/20,Mar,4:01,13
D13,3,Control,Year 1,3/14/20,Mar,4:01,14
G05,5,Control,Year 1,3/14/20,Mar,4:01,13
K04,7,Control,Year 1,3/14/20,Mar,4:01,13.5
B01,1,Control,Year 1,3/14/20,Mar,8:01,12
D13,3,Control,Year 1,3/14/20,Mar,8:01,13
G05,5,Control,Year 1,3/14/20,Mar,8:01,12
K04,7,Control,Year 1,3/14/20,Mar,8:01,12.5
B01,1,Control,Year 1,3/14/20,Mar,12:01,16.5
D13,3,Control,Year 1,3/14/20,Mar,12:01,16
G05,5,Control,Year 1,3/14/20,Mar,12:01,17
K04,7,Control,Year 1,3/14/20,Mar,12:01,16
B01,1,Control,Year 1,3/14/20,Mar,16:01,19
D13,3,Control,Year 1,3/14/20,Mar,16:01,19.5
G05,5,Control,Year 1,3/14/20,Mar,16:01,20
K04,7,Control,Year 1,3/14/20,Mar,16:01,19.5
B01,1,Control,Year 1,3/14/20,Mar,20:01,15.5
D13,3,Control,Year 1,3/14/20,Mar,20:01,16.5
G05,5,Control,Year 1,3/14/20,Mar,20:01,15.5
K04,7,Control,Year 1,3/14/20,Mar,20:01,16
A04,1,High Humidity,Year 1,3/14/20,Mar,0:01,12.5
C10,3,High Humidity,Year 1,3/14/20,Mar,0:01,13
J07,5,High Humidity,Year 1,3/14/20,Mar,0:01,13
L01,7,High Humidity,Year 1,3/14/20,Mar,0:01,13.5
A04,1,High Humidity,Year 1,3/14/20,Mar,4:01,12
C10,3,High Humidity,Year 1,3/14/20,Mar,4:01,12.5
J07,5,High Humidity,Year 1,3/14/20,Mar,4:01,12.5
L01,7,High Humidity,Year 1,3/14/20,Mar,4:01,13
A04,1,High Humidity,Year 1,3/14/20,Mar,8:01,11
C10,3,High Humidity,Year 1,3/14/20,Mar,8:01,11
J07,5,High Humidity,Year 1,3/14/20,Mar,8:01,11.5
L01,7,High Humidity,Year 1,3/14/20,Mar,8:01,12
A04,1,High Humidity,Year 1,3/14/20,Mar,12:01,18.5
C10,3,High Humidity,Year 1,3/14/20,Mar,12:01,22.5
J07,5,High Humidity,Year 1,3/14/20,Mar,12:01,19.5
L01,7,High Humidity,Year 1,3/14/20,Mar,12:01,15.5
A04,1,High Humidity,Year 1,3/14/20,Mar,16:01,21
C10,3,High Humidity,Year 1,3/14/20,Mar,16:01,24.5
J07,5,High Humidity,Year 1,3/14/20,Mar,16:01,22.5
L01,7,High Humidity,Year 1,3/14/20,Mar,16:01,18.5
A04,1,High Humidity,Year 1,3/14/20,Mar,20:01,14.5
C10,3,High Humidity,Year 1,3/14/20,Mar,20:01,15
J07,5,High Humidity,Year 1,3/14/20,Mar,20:01,15
L01,7,High Humidity,Year 1,3/14/20,Mar,20:01,15
A09,3,Native Soil,Year 1,3/14/20,Mar,0:01,13.5
D02,1,Native Soil,Year 1,3/14/20,Mar,0:01,14
J09,5,Native Soil,Year 1,3/14/20,Mar,0:01,14.5
L07,7,Native Soil,Year 1,3/14/20,Mar,0:01,14
A09,3,Native Soil,Year 1,3/14/20,Mar,4:01,12.5
D02,1,Native Soil,Year 1,3/14/20,Mar,4:01,13
J09,5,Native Soil,Year 1,3/14/20,Mar,4:01,13.5
L07,7,Native Soil,Year 1,3/14/20,Mar,4:01,13
A09,3,Native Soil,Year 1,3/14/20,Mar,8:01,11.5
D02,1,Native Soil,Year 1,3/14/20,Mar,8:01,12
J09,5,Native Soil,Year 1,3/14/20,Mar,8:01,12
L07,7,Native Soil,Year 1,3/14/20,Mar,8:01,12
A09,3,Native Soil,Year 1,3/14/20,Mar,12:01,17
D02,1,Native Soil,Year 1,3/14/20,Mar,12:01,17.5
J09,5,Native Soil,Year 1,3/14/20,Mar,12:01,16.5
